rule_id,vendor_id,service_id,amount_min,amount_max,time_of_month_start,time_of_month_end,gl_code,is_active,created_by,created_at,updated_at,reasoning
140,COMCAST,,,,,,6260,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"4 out of 5 historical Comcast transactions are classified as GL 6260 (Utilities - electric, cable/TV). One outlier (UPL-137) was coded 6200, but the dominant pattern is 6260 for Comcast business mobile/cable services. The GL hierarchy explicitly includes cable/TV under 6260."
141,ASCENDPAY,,,,,,6115,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,All 4 historical Ascend Payments transactions are classified as GL 6115 (Outside Services). Ascend Payments is a payment processing platform; the consistent $240/month pattern suggests a contracted outside service.
142,CANOPY,,,,,,6200,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"All 4 historical Canopy (usecanopy.com) transactions are classified as GL 6200 (Computer Internet & Software). Canopy is a practice management software platform, consistent with software subscriptions at $250/month."
143,MICROSOFT,,,,,,6200,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,All 4 historical Microsoft (A1010BUSD01 MSBILL.INFO) transactions are classified as GL 6200 (Computer Internet & Software). These are Microsoft 365 business subscription fees.
144,MSFT,,,,,,6200,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,All 3 historical MSFT (MICROSOFT MSBILL.INFO at $9.99) transactions are classified as GL 6200 (Computer Internet & Software). This is a smaller Microsoft software subscription.
145,USPS,,,,,,6140,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,All 6 historical USPS transactions are classified as GL 6140 (Postage). USPS is explicitly listed in the GL hierarchy description for shipping and mailing costs.
146,INSXDATE,,,,,,5030,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"All 4 historical InsuranceXDate transactions are classified as GL 5030 (Marketing & Advertising). InsuranceXDate is a lead generation service for insurance agencies, fitting the marketing/lead generation category."
147,INDEED,,,,,,6115,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,Both historical Indeed transactions are classified as GL 6115 (Outside Services). Indeed is a job posting/recruitment platform. Recruitment services fall under outside services (HR services mentioned in 6115 description).
148,AMZN,,,,,,6160,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"All 5 historical Amazon Marketplace transactions are classified as GL 6160 (Office Supplies & Expenses). Amazon Marketplace orders are used for office supplies and equipment, as explicitly noted in the GL hierarchy."
149,AMAZON,,,,,,6160,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,All 3 historical Amazon (Prime and Amazon.com) transactions are classified as GL 6160 (Office Supplies & Expenses). Amazon Prime membership and Amazon.com purchases support office supply procurement.
150,HUEYMAGOO,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,All 5 historical Huey Magoo's transactions are classified as GL 6170 (Travel Meals Entertainment - Admin). This is a restaurant used for employee meals.
151,HOBBYLOBBY,,,,,,6160,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,All 3 historical Hobby Lobby transactions are classified as GL 6160 (Office Supplies & Expenses). Office decoration and supply purchases from Hobby Lobby.
152,BETTERMT,,,,,,6040,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Betterment transaction (UPL-025, $261.53) is classified as GL 6040 (401K Administration). Betterment Business provides 401K plan administration, as explicitly noted in the GL hierarchy."
153,ADOBE,,,,,,6200,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"Both historical Adobe transactions are classified as GL 6200 (Computer Internet & Software). Adobe provides software subscriptions (PDF, Creative Cloud, etc.)."
154,VSP,,,,,,6115,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"Both historical VSP WorkWise Compliance transactions are classified as GL 6115 (Outside Services). VSP WorkWise provides HR compliance services, which falls under outside services."
155,ATLOFFTECH,,,,,,6115,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,All 3 historical Atlanta Office Technologies transactions are classified as GL 6115 (Outside Services). This vendor provides IT support and office technology services.
156,APEXSW,,,,,,6200,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,Both historical Apex Software transactions are classified as GL 6200 (Computer Internet & Software). Apex Software provides agency management software.
157,VUE,,,,,,6120,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Pearson VUE transaction (UPL-078, $67.00) is classified as GL 6120 (Licenses & Permits). Pearson VUE administers insurance licensing exams and CE testing, which is explicitly mentioned in the GL hierarchy description."
158,MONITREDU,,,,,,6120,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical MonitorEDU transaction (UPL-077, $18.00) is classified as GL 6120 (Licenses & Permits). MonitorEDU provides proctoring for CE (continuing education) testing, which fits the GL 6120 description."
159,MAILCHIMP,,,,,,5030,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"Historical Mailchimp transactions show a split: 2 coded as GL 5030 (Marketing & Advertising) and 2 coded as GL 6200 (Computer Internet & Software). However, Mailchimp is explicitly listed in the GL 5030 hierarchy description as a marketing campaign tool. The 6200 classifications appear to be inconsistencies. Recommending GL 5030 per the GL hierarchy definition."
160,BLKRIFLE,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,Both historical Black Rifle Coffee transactions are classified as GL 6170 (Travel Meals Entertainment - Admin). Coffee purchases for employee consumption.
161,CHICKFILA,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,Both historical Chick-fil-A transactions are classified as GL 6170 (Travel Meals Entertainment - Admin). Restaurant meals for employees.
162,CHILIS,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,Both historical Chili's transactions are classified as GL 6170 (Travel Meals Entertainment - Admin). Restaurant meals for employees/team events.
163,GRTHARV,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,Both historical Great Harvest Bread transactions are classified as GL 6170 (Travel Meals Entertainment - Admin). Food purchases for employees.
164,POPSHELF,,,,,,6160,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,Both historical Popshelf transactions are classified as GL 6160 (Office Supplies & Expenses). Popshelf is a discount retail store used for office supply purchases.
165,DOLLARTREE,,,,,,6160,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Dollar Tree transaction (UPL-046, $2.65) is classified as GL 6160 (Office Supplies & Expenses). Small office supply purchases."
166,WALGREENS,,,,,,6160,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Walgreens transaction (UPL-125, $105.34) is classified as GL 6160 (Office Supplies & Expenses). Retail purchases for office supplies."
167,KROGER,,,,,,6160,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Kroger transaction (UPL-110, $15.60) is classified as GL 6160 (Office Supplies & Expenses). Grocery store purchases for the office, which the GL hierarchy includes under office supplies."
168,PROFINSUR,,,,,,6130,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Professional Insurance transaction (UPL-103, $445.00) is classified as GL 6130 (Dues & Subscriptions). Professional Insurance likely refers to a professional industry association membership."
169,GABAPTIST,,,,,,6130,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Georgia Baptist Mission transaction (UPL-050, $400.00) is classified as GL 6130 (Dues & Subscriptions). This appears to be a membership or organizational dues payment."
170,AMPROF,,,,,,6180,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Americas Professor transaction (UPL-018, $199.00) is classified as GL 6180 (Education & Training). This is a professional development/course provider."
171,DOCUSIGN,,,,,,6200,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical DocuSign transaction (UPL-182, $960.00) is classified as GL 6200 (Computer Internet & Software). DocuSign is an electronic signature software subscription."
172,BRADYPEST,,,,,,6115,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Brady Pest Control transaction (UPL-128, $300.00) is classified as GL 6115 (Outside Services). Pest control is a contracted maintenance/cleaning service for the office."
173,IDEMIA,,,,,,6115,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical IDEMIA transaction (UPL-029, $51.99) is classified as GL 6115 (Outside Services). IDEMIA provides identity and security services (fingerprinting, background checks for licensing)."
174,DOMINOS,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Domino's transaction (UPL-072, $38.11) is classified as GL 6170 (Travel Meals Entertainment - Admin). Pizza delivery for employee meals."
175,FOGGYBBQ,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Foggy Bottom BBQ transaction (UPL-109, $107.99) is classified as GL 6170 (Travel Meals Entertainment - Admin). Restaurant meals for employees."
176,ELRANCHER,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical El Ranchero Mexican transaction (UPL-087, $83.21) is classified as GL 6170 (Travel Meals Entertainment - Admin). Restaurant meals."
177,SUKI,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Suki transaction (UPL-041, $93.00) is classified as GL 6170 (Travel Meals Entertainment - Admin). Restaurant meals."
178,ATHGYROS,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,Both historical Athena's Gyros transactions are classified as GL 6170 (Travel Meals Entertainment - Admin). Restaurant meals for employees.
179,CITYBBQ,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical City BBQ transaction (UPL-017, $29.05) is classified as GL 6170 (Travel Meals Entertainment - Admin). Restaurant meals."
180,RREALTACOS,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Rreal Tacos transaction (UPL-004, $84.38) is classified as GL 6170 (Travel Meals Entertainment - Admin). Restaurant meals."
181,MRTACO,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Mr. Taco Restaurant transaction (UPL-074, $27.46) is classified as GL 6170 (Travel Meals Entertainment - Admin). Restaurant meals."
182,GRYSNSWT,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Grayson Sweet Home transaction (UPL-073, $17.68) is classified as GL 6170 (Travel Meals Entertainment - Admin). Food/bakery purchase for employees."
183,THAITASTE,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Thai Taste transaction (UPL-144, $104.57) is classified as GL 6170 (Travel Meals Entertainment - Admin). Restaurant meals."
184,SRITHAI,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Sri Thai transaction (UPL-164, $55.44) is classified as GL 6170 (Travel Meals Entertainment - Admin). Restaurant meals."
185,DUTCHBROS,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Dutch Bros transaction (UPL-174, $100.00) is classified as GL 6170 (Travel Meals Entertainment - Admin). Coffee/beverage purchase for employees."
186,RAISCANES,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Raising Cane's transaction (UPL-118, $71.82) is classified as GL 6170 (Travel Meals Entertainment - Admin). Restaurant meals for employees."
187,HILTON,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Hilton transaction (UPL-101, $67.08) is classified as GL 6170 (Travel Meals Entertainment - Admin). Hotel charges for admin travel."
188,HAMPTON,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Hampton Inn transaction (UPL-134, $384.25) is classified as GL 6170 (Travel Meals Entertainment - Admin). Hotel charges for admin travel."
189,ORBITZ,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Orbitz transaction (UPL-145, $139.34) is classified as GL 6170 (Travel Meals Entertainment - Admin). Travel booking for admin purposes."
190,ATLAIRPRT,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Atlanta Airport (93578) transaction (UPL-096, $120.00) is classified as GL 6170 (Travel Meals Entertainment - Admin). Airport parking for admin travel."
191,ATLAIRPORT,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Atlanta Airport (93577) transaction (UPL-130, $90.00) is classified as GL 6170 (Travel Meals Entertainment - Admin). Airport parking for admin travel."
192,EXXON,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical ExxonMobil transaction (UPL-133, $17.67) is classified as GL 6170 (Travel Meals Entertainment - Admin). Gas/fuel during admin travel."
193,HERTZ,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Hertz transaction (UPL-135, $133.05) is classified as GL 6170 (Travel Meals Entertainment - Admin). Car rental for admin travel."
194,TAILWIND,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Tailwind transaction (UPL-097, $45.86) is classified as GL 6170 (Travel Meals Entertainment - Admin). Tailwind appears to be an airport concession or travel-related expense."
195,LADYDAHLI,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Lady Dahlia transaction (UPL-140, $136.55) is classified as GL 6170 (Travel Meals Entertainment - Admin). Restaurant meal during travel."
196,ATLBRAVES,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Atlanta Braves transaction (UPL-098, $30.82) is classified as GL 6170 (Travel Meals Entertainment - Admin). Team entertainment/event expense."
197,PARKBAR,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Park Bar transaction (UPL-179, $107.20) is classified as GL 6170 (Travel Meals Entertainment - Admin). Restaurant/bar meal expense."
198,CHECKR,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Checkr transaction (UPL-141, $55.49) was classified as GL 6170 (Travel Meals Entertainment - Admin). Note: This classification seems unusual for a background check service — Checkr provides employment background checks which might be better suited for GL 6115 (Outside Services - HR services). However, following the historical precedent. User may want to review this classification."
199,KUDOBOARD,,,,,,6160,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"Historical Kudoboard transactions show a split: 2 coded as GL 6160 (UPL-008 $5.99, UPL-009 $104.30) and 1 coded as GL 6170 (UPL-120 $52.30). The majority pattern is GL 6160 (Office Supplies & Expenses). Kudoboard is a digital greeting card/recognition platform that could be considered an office supply. Note: User may want to review whether team recognition expenses should be 6170 instead."
200,DOMAINCOM,,,,,,6115,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"The one historical Domain.com transaction (UPL-159, $26.17) is classified as GL 6115 (Outside Services). Domain registration and web hosting services fall under web development/outside services."
201,VISTAPRINT,,,,,,6160,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"Historical Vistaprint transactions show a split: UPL-082 ($64.42) coded as GL 6200 and UPL-163 ($48.32) coded as GL 6160. Vistaprint primarily provides printed materials (business cards, marketing collateral). GL 6160 (Office Supplies - printing) seems most appropriate per the GL hierarchy description which explicitly mentions printing. Note: Some orders may be more marketing-oriented. User should review."
202,PUBLIX,,,,,,6160,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"No direct historical data for Publix, but similar grocery/retail stores (Kroger, Walgreens, Dollar Tree) at this agency are consistently classified as GL 6160 (Office Supplies & Expenses). The GL hierarchy explicitly includes groceries for office under 6160."
203,RESTORDER,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"No direct historical data for Restaurant Ordering, but all restaurant and food delivery vendors at this agency are classified as GL 6170 (Travel Meals Entertainment - Admin). This is a restaurant ordering service."
204,UNITED,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"No direct historical data for United Airlines, but similar travel expenses (Orbitz, Hertz, airport parking, hotels) are consistently classified as GL 6170 (Travel Meals Entertainment - Admin). Airline charges are travel expenses."
205,DELTA,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"No direct historical data for Delta Air Lines, but similar travel expenses (Orbitz, Hertz, airport parking, hotels) are consistently classified as GL 6170 (Travel Meals Entertainment - Admin). Airline charges are travel expenses."
206,AA,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"No direct historical data for American Airlines, but similar travel expenses are consistently classified as GL 6170 (Travel Meals Entertainment - Admin). Airline charges are travel expenses."
207,EDIBLE,,,,,,6160,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"No direct historical data for Edible Arrangements, but this is typically a gift/office occasion purchase. Similar small retail purchases (Kudoboard, Popshelf) are classified as GL 6160 (Office Supplies & Expenses). Could also be GL 6170 if used for team events. User should review."
208,GACLUB,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"No direct historical data for The Georgia Club, but at $162.00 this appears to be a dining/entertainment expense at a country club restaurant. Similar restaurant and entertainment expenses are classified as GL 6170 (Travel Meals Entertainment - Admin)."
209,NITROPDF,,,,,,6200,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"No direct historical data for Nitro PDF, but it is a PDF/document management software subscription. Similar software subscriptions (Adobe, OpenAI, Canopy, DocuSign) are classified as GL 6200 (Computer Internet & Software)."
210,RISKINSEDU,,,,,,6180,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"No direct historical data for Risk & Insurance Education, but the name clearly indicates an education/training provider for insurance professionals. Similar to Americas Professor (GL 6180). GL 6180 covers conferences, courses, and professional development."
211,NAMECHEAP,,,,,,6115,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"No direct historical data for Namecheap, but similar domain/web services (Domain.com, UPL-159) are classified as GL 6115 (Outside Services). Namecheap provides domain registration and web hosting, which falls under web development/outside services in the GL hierarchy."
212,RECOATL,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"No direct historical data for Reco Atlanta. At $366.38, this appears to be a restaurant/dining venue in Atlanta. Similar restaurant expenses are classified as GL 6170 (Travel Meals Entertainment - Admin). User should confirm this is a restaurant and not another type of service."
213,ALDI,,,,,,6160,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"No direct historical data for ALDI, but similar grocery stores (Kroger, Publix) used for office grocery purchases are classified as GL 6160 (Office Supplies & Expenses). The GL hierarchy explicitly includes groceries for office."
214,CHIPOTLE,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"No direct historical data for direct Chipotle purchases, but Chipotle orders via DoorDash are classified as GL 6170 (Travel Meals Entertainment - Admin). This direct order follows the same pattern for restaurant meals."
215,BARBRITOS,,,,,,6170,t,1,2026-03-19 23:30:40.873132,2026-03-19 23:30:40.873132,"No direct historical data for Barberitos, but all restaurant purchases at this agency are consistently classified as GL 6170 (Travel Meals Entertainment - Admin)."
220,AMAZON,AMZN-PRIM,,,,,6200,t,,2026-03-19 23:40:37.703844,2026-03-19 23:40:37.703844,"Amazon Prime is a software/digital subscription, not office supplies. Should be classified as Computer Internet & Software."
221,MSFT,,0.00,20.00,,,6160,t,,2026-03-19 23:40:37.703844,2026-03-19 23:40:37.703844,"Small Microsoft charges under $20 are typically app store purchases or incidental items, classified as office supplies rather than software subscriptions."
222,STRIPE,STRIPE-PAY,,,,,6200,t,1,2026-03-19 23:44:24.665389,2026-03-19 23:44:24.665389,"Stripe Payments is a payment processing software platform. The $245.00 charge appears to be a subscription or processing fee for using Stripe's payment gateway software. GL 6200 (Computer Internet & Software) covers software subscriptions, which aligns with payment processing platform fees. Note: If the agency considers this more of an 'outside service' than a software subscription, GL 6115 could also be appropriate, but given that Stripe is fundamentally a SaaS platform, 6200 is the stronger fit."
223,STRIPE,STRIPE-ATL,,,,,6115,t,1,2026-03-19 23:44:24.665389,2026-03-19 23:44:24.665389,"Stripe Atlas is a business incorporation and formation service — it helps companies form legal entities (LLCs, C-Corps), obtain EINs, and set up business banking. The $500.00 charge is a one-time or annual fee for this incorporation/business formation service. This is best classified under GL 6115 (Outside Services), which covers contracted professional services including HR services and other external business services. Note: GL 6110 (Legal) could also be considered since incorporation has a legal component, but Stripe Atlas is not a law firm — it's a contracted service that facilitates formation. GL 6115 is the more conservative and appropriate classification."
